experiment,task,split,metric,mean,std,ci95_low,ci95_high,ci_method,n_seeds,seeds,values
dinov3_vits16_frozen_colored,colored,test_ood_angle,threshold,0.5,0.0,0.5,0.5,student_t_over_independent_seeds,3,"[0, 1, 2]","[0.5, 0.5, 0.5]"
dinov3_vits16_frozen_colored,colored,test_ood_angle,tn,119.33333333333333,52.59594407683289,-11.332780139560285,249.99944680622696,student_t_over_independent_seeds,3,"[0, 1, 2]","[74.0, 107.0, 177.0]"
dinov3_vits16_frozen_colored,colored,test_ood_angle,tp,388.6666666666667,46.371686763943934,273.4637134546167,503.86961987871666,student_t_over_independent_seeds,3,"[0, 1, 2]","[429.0, 399.0, 338.0]"
dinov3_vits16_frozen_colored,colored,train,accuracy,0.5676,0.04194329505415617,0.4633986695139964,0.6718013304860035,student_t_over_independent_seeds,3,"[0, 1, 2]","[0.5204, 0.5818, 0.6006]"
dinov3_vits16_frozen_colored,colored,train,accuracy_ci95_high,0.5812414463840924,0.04177465016461077,0.47745908684082483,0.6850238059273599,student_t_over_independent_seeds,3,"[0, 1, 2]","[0.5342265296279407, 0.5954044091532701, 0.6140934003710662]"
dinov3_vits16_frozen_colored,colored,train,accuracy_ci95_low,0.5538547603129359,0.0420475479230493,0.4493944304414138,0.658315090184458,student_t_over_independent_seeds,3,"[0, 1, 2]","[0.5065421481327008, 0.5680699948085185, 0.5869521379975883]"
dinov3_vits16_frozen_colored,colored,train,auc,0.61889008,0.06576025032438973,0.4555193775302363,0.7822607824697637,student_t_over_independent_seeds,3,"[0, 1, 2]","[0.54305616, 0.65344208, 0.660172]"
dinov3_vits16_frozen_colored,colored,train,balanced_accuracy,0.5676,0.04194329505415617,0.4633986695139964,0.6718013304860035,student_t_over_independent_seeds,3,"[0, 1, 2]","[0.5204, 0.5818, 0.6006]"
dinov3_vits16_frozen_colored,colored,train,brier,0.2399784181322773,0.008586760708469966,0.21864600041849905,0.2613108358460556,student_t_over_independent_seeds,3,"[0, 1, 2]","[0.24955741167303327, 0.23740581592956383, 0.23297202679423484]"
dinov3_vits16_frozen_colored,colored,train,fn,459.3333333333333,136.0784087698461,121.26854309861449,797.3981235680521,student_t_over_independent_seeds,3,"[0, 1, 2]","[406.0, 358.0, 614.0]"
